name,category,instructions,glass,glass-size,ingredients,measurements
Mary Pickford Cocktail,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Light Rum,  Pineapple Juice,  Maraschino liqueur,  Grenadine","1 1/2 oz  Light Rum, 3/4 oz  Pineapple Juice, 1/4 oz  Maraschino liqueur, 1/4 oz  Grenadine"
Charles Cocktail,Brandy,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Brandy,  Sweet Vermouth,  Angostura Bitters","1 1/2 oz  Brandy, 1 1/2 oz  Sweet Vermouth, 1 oz  Angostura Bitters"
Martinique Rose,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Aged rhum agricole,  Amaretto,  Lemon juice,  Grapefruit Juice,  almond syrup","2 oz  Aged rhum agricole, 1/2 oz  Amaretto, 3/4 oz  Lemon juice, 3/4 oz  Grapefruit Juice, 1/2 oz  orgeat or almond syrup"
Mariposa,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Light Rum,  Brandy,  Lemon juice,  Orange juice,  Grenadine","1 oz  Light Rum, 1/2 oz  Brandy, 1/2 oz  Lemon juice, 1/2 oz  Orange juice, 1 oz  Grenadine"
Mandeville,Rum - Daiquiris,Shake first five ingredients with ice and strain into ice-filled old fashioned glass. Top with cola.,Old-Fashioned Glass,6 to 8 ounces," Light Rum,  Dark rum,  Lemon juice,  Anisette,  Grenadine","1 1/2 oz  Light Rum, 1 oz  Dark rum, 1/2 oz  Lemon juice, 1 oz  Anisette, 1 oz  Grenadine,  Cola "
K.C.B. Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Add twist of lemon peel.,Cocktail Glass,6 or more ounces," Old Mr. Boston Kummel,  Old Mr. Boston Dry Gin,  Old Mr. Boston Apricot Flavored Brandy,  Lemon Juice","1/2 oz  Old Mr. Boston Kummel, 1 1/2 oz  Old Mr. Boston Dry Gin, 1/4 oz  Old Mr. Boston Apricot Flavored Brandy, 1/4 oz  Lemon Juice"
Malmaison,Rum - Daiquiris,Rim chilled cocktail glass with anisette. Shake remaining ingredients with ice. Strain into glass.,Cocktail Glass,6 or more ounces," Anisette,  Light Rum,  Cream sherry,  Lemon juice","  Anisette, 1 oz  Light Rum, 1/2 oz  Cream sherry, 1 oz  Lemon juice"
Mai-Tai (Trader Vic Version),Rum - Daiquiris,"Shake ingredients without ice. Strain into ice-filled old-fashioned glass. Garnish with lime shell, mint, and skewered pineapple and cherry.",Old-Fashioned Glass,6 to 8 ounces," Dark rum,  Orange curacao,  Lemon juice,  Orgeat Syrup,  Rock candy syrup or simple syrup,   mint sprig, pineapple wedge, maraschino cherry","2 oz  Dark rum, preferably Jamaican, 1/2 oz  Orange curacao, 1 oz  Lemon juice (reserve 1/2 lime shell for garnish), 1/2 oz  Orgeat Syrup, 1/4 oz  Rock candy syrup or simple syrup,    mint sprig; pineapple wedge skewered with maraschino cherry"
Jersey Lightning Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Apple Brandy,  Sweet Vermouth,  Lime Juice","1 1/2 oz  Apple Brandy, 1/2 oz  Sweet Vermouth, 1 oz  Lime Juice"
Lumination,Rum - Daiquiris,Muddle ginger in syrup in mixing glass. Add remaining ingredients and ice and shake. Strain into chilled champagne flute. Add lemon twist.,Champagne Flute,6 to 8 ounces,"  ginger,  Simple Syrup,  Dark rum,  VS cognac Lemon juice, Angostura bitters,  Lemon twist","2 oz   ginger, 1 oz  Simple Syrup, 2 oz  Dark rum, 1 oz  VS cognac, 1 oz  each Lemon juice, Angostura bitters,   Lemon twist"
Jamaica Glow Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Old Mr. Boston Dry Gin,  Claret,  Orange Juice,  Jamaica Rum","1 oz  Old Mr. Boston Dry Gin, 1 oz  Claret, 1 oz  Orange Juice, 1 oz  Jamaica Rum"
Lounge Lizard,Rum - Daiquiris,Pour rum and amaretto into ice-filled Collins glass. Fill with cola and stir. Garnish with lime.,Collins Glass,14 to 16 ounces," Dark rum,  Amaretto,  Cola","1 oz  Dark rum, 1/2 oz  Amaretto,   Cola,  Lime wedge "
Jack-in-the-Box Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Apple Brandy,  Pineapple Juice,  Bitters","1 oz  Apple Brandy, 1 oz  Pineapple Juice, 1 oz  Bitters"
Irish Whisky Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Serve with an olive.,Cocktail Glass,6 or more ounces," Old Mr. Boston Triple Sec,  Absinthe Substitute,  Maraschino,  Bitters,  Irish Whiskey","1/2 oz  Old Mr. Boston Triple Sec, 1/2 oz  Absinthe Substitute, 1/4 oz  Maraschino, 1 oz  Bitters, 2 oz  Irish Whiskey"
Look Out Below,Rum - Daiquiris,Shake with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6 to 8 ounces," 151-Proof Rum,  Lemon juice,  Grenadine","1 1/2 oz  151-Proof Rum, 1/2 oz  Lemon juice, 1/4 oz  Grenadine"
Little Princess Cocktail,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Light Rum,  Sweet Vermouth","1 1/2 oz  Light Rum, 1 1/2 oz  Sweet Vermouth"
Little Devil Cocktail,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Light Rum,  Gin,  Lemon juice,  Triple Sec","3/4 oz  Light Rum, 3/4 oz  Gin, 1/2 oz  Lemon juice, 1/4 oz  Triple Sec"
Champs Elysees Cocktail,Brandy,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Brandy,  Yellow Chartreuse,  Lemon juice,  Simple Syrup,  Angostura Bitters","1 oz  Brandy, 1/2 oz  Yellow Chartreuse, 1/2 oz  Lemon juice, 1 oz  Simple Syrup, 1 oz  Angostura Bitters"
Hop Toad Cocktail ,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Lime Juice,  Old Mr. Boston Apricot Flavored Brandy,  Old Mr. Boston Rum","1/2 oz  Lime Juice, 3/4 oz  Old Mr. Boston Apricot Flavored Brandy, 3/4 oz  Old Mr. Boston Rum"
Level headed Cocktail,Rum - Daiquiris,Shake with ice and strain into snifter.,Brandy Snifter,8 to 12 ounces," Aged rhum agricole,  Cold brewed coffee,  Allspice liqueur (pimento dram),  Simple Syrup,  Angostura Bitters","1 1/2 oz  Aged rhum agricole, 1 oz  Cold brewed coffee, 1/2 oz  Allspice liqueur (pimento dram), 1/4 oz  Simple Syrup, 2 oz  Angostura Bitters"
La Vita Dulce,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Top with cinnamon.,Cocktail Glass,6 or more ounces," Spiced rum,  Mezcal,  Lemon juice,  Simple Syrup,  Ground cinnamon","1 1/2 oz  Spiced rum, 3/4 oz  Mezcal, 3/4 oz  Lemon juice, 3/4 oz  Simple Syrup,   Ground cinnamon"
Hole-in-One Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Desmond & Duff Scotch Whisky,  Dry Vermouth,  Lemon Juice,  Orange Bitters","1 3/4 oz  Desmond & Duff Scotch Whisky, 3/4 oz  Dry Vermouth, 1/4 oz  Lemon Juice, 1 oz  Orange Bitters"
Ko Adang,Rum - Daiquiris,Shake with ice and strain into ice-filled Collins glass. Garnish with lime.,Collins Glass,14 to 16 ounces," Dark rum,  Coconut rum,  Ginger liqueur,  Mango nectar,  Cream of coconut,  Lemon juice, lime wheel","2 oz  Dark rum, 1 oz  Coconut rum, 1/2 oz  Ginger liqueur, 1/2 oz  Mango nectar, 1/2 oz  Cream of coconut, 1/2 oz  Lemon juice, lime wheel"
Knickerbocker Special Cocktail,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Garnish with pineapple.,Cocktail Glass,6 or more ounces," Light Rum,  Triple Sec,  Lemon juice,  Orange juice,  Raspberry Syrup,  Small pineapple slice","2 oz  Light Rum, 1/2 oz  Triple Sec, 1 oz  Lemon juice, 1 oz  Orange juice, 1 oz  Raspberry Syrup,   Small pineapple slice"
Hair Raiser Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Old Mr. Boston 100 proof Vodka,  Old Mr. Boston Rock,Rye,  Lemon Juice","1 1/2 oz  Old Mr. Boston 100 proof Vodka, 1/2 oz  Old Mr. Boston Rock and Rye, 1 oz  Lemon Juice"
Green Opal Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Old Mr. Boston Dry Gin,  Old Mr. Boston Anisette ,  Absinthe Substitute","1/2 oz  Old Mr. Boston Dry Gin, 1/2 oz  Old Mr. Boston Anisette , 1 oz  Absinthe Substitute"
Jamaican Ginger,Rum - Daiquiris,Stir first five ingredients in ice-filled Collins glass. Top with ginger ale. Garnish with lime.,Collins Glass,14 to 16 ounces," Light Rum,  Dark rum,  Falernum,  Lemon juice,  Angostura Bitters,  Ginger ale, lime wheel","1 1/2 oz  Light Rum, 1 oz  Dark rum, 1/2 oz  Falernum, 1/2 oz  Lemon juice, 4 oz  Angostura Bitters,   Ginger ale, lime wheel"
Green Dragon Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Lemon Juice,  Old Mr. Boston Kummel,  Old Mr. Boston Green Creme de Menthe,  Old Mr. Boston Dry Gin,  Orange Bitters","1/2 oz  Lemon Juice, 1/2 oz  Old Mr. Boston Kummel, 1/2 oz  Old Mr. Boston Green Creme de Menthe, 1 1/2 oz  Old Mr. Boston Dry Gin, 4 oz  Orange Bitters"
Grasshopper Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Old Mr. Boston Green Creme de Menthe,  Old Mr. Boston White Creme de Cacao,  Light Sweet Cream","3/4 oz  Old Mr. Boston Green Creme de Menthe, 3/4 oz  Old Mr. Boston White Creme de Cacao, 3/4 oz  Light Sweet Cream"
Jamaican Crawler,Rum - Daiquiris,Shake first three ingredients with ice and pour into Collins glass. Add grenadine and stir.,Collins Glass,14 to 16 ounces," Light Rum,  Melon liqueur,  Pineapple Juice,  Grenadine","1 oz  Light Rum, 1 oz  Melon liqueur, 3 oz  Pineapple Juice, 1 oz  Grenadine"
Golden Slipper Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Float an unbroken egg yolk on top.,Cocktail Glass,6 or more ounces," Yellow Chartreuse,  Old Mr. Boston Apricot Flavored Brandy","3/4 oz  Yellow Chartreuse, 2 oz  Old Mr. Boston Apricot Flavored Brandy"
Jade,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,6 or more ounces," Light Rum,  Lemon juice,  Green creme de menthe,  Triple Sec,  Simple Syrup Scant,  Lime wheel","1 1/2 oz  Light Rum, 1/2 oz  Lemon juice, 1/2 oz  Green creme de menthe, 1/2 oz  Triple Sec, 1/2 oz  Simple Syrup Scant,   Lime wheel"
Jacqueline,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Dark rum,  Triple Sec,  Lemon juice,  Simple Syrup","2 oz  Dark rum, 1 oz  Triple Sec, 1 oz  Lemon juice, 1 oz  Simple Syrup"
Jack Sparrow Flip,Rum - Daiquiris,Shake without ice. Then shake with ice and strain into highball glass. Top with nutmeg.,Highball Glass,7 to 10 ounces," Dark rum,  Madeira,  Simple Syrup,  Egg,  Angostura Bitters, grated nutmeg","2 oz  Dark rum, 3/4 oz  Madeira, 3/4 oz  Simple Syrup, 1 oz  Egg, 2 oz  Angostura Bitters,   ly grated nutmeg"
Irresistible,Rum - Daiquiris,Shake and strain into cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces," Light Rum,  Sweet Vermouth,  Benedictine,  Lemon juice,  Lemon twist","1 1/2 oz  Light Rum, 1/2 oz  Sweet Vermouth, 1/4 oz  Benedictine, 1/4 oz  Lemon juice,   Lemon twist"
Carroll Cocktail,Brandy,Stir with ice and strain into chilled cocktail glass. Add cherry.,Cocktail Glass,6 or more ounces," Brandy,  Sweet Vermouth,  Maraschino cherry","1 1/2 oz  Brandy, 3/4 oz  Sweet Vermouth,   Maraschino cherry"
Hush and Wonder,Rum - Daiquiris,Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6 or more ounces," Creme de violette,  Light Rum,  Lemon juice,  Simple Syrup,  Grapefruit bitters","1 oz  Creme de violette, 2 oz  Light Rum, 3/4 oz  Lemon juice, 3/4 oz  Simple Syrup, 3 oz  Grapefruit bitters"
Hurricane Leah,Rum - Daiquiris,"Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with orange wheel.",Hurricane Glass,14 to 20 ounces,"Light Rum, Gin, Vodka, Blanco tequila, Blue curacao,  cherry-flavored brandy,  Simple Syrup,  Lemon juice,  Lemon juice,  Orange wheel","1/4 oz  each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao, 1 oz  cherry-flavored brandy, 1 1/2 oz  Simple Syrup, 1 1/2 oz  Lemon juice, 3 oz  Lemon juice,   Orange wheel"
Gimlet Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Rose's Lime Juice,  Powdered Sugar,  Old Mr. Boston Dry Gin","1 oz  Rose's Lime Juice, 1 oz  Powdered Sugar, 1 1/2 oz  Old Mr. Boston Dry Gin"
Hurricane,Rum - Daiquiris,Shake with ice and strain into ice-filled hurricane glass. Garnish with orange and cherry.,Hurricane Glass,14 to 20 ounces,"Dark rum, light rum,  Passion Fruit Syrup,  Lime Juice,  Orange juice Simple Syrup, grenadine,  Orange half-wheel, maraschino cherry","1 1/2 oz  each Dark rum, light rum, 1 oz  Passion Fruit Syrup, 1 oz  Lime Juice, 3/4 oz  Orange juice, 1/2 oz  each Simple Syrup, grenadine,   Orange half-wheel, maraschino cherry"
Hop Toad,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Light Rum,  Apricot-Flavored Brandy,  Lemon juice","3/4 oz  Light Rum, 3/4 oz  Apricot-Flavored Brandy, 1/2 oz  Lemon juice"
The Holy Roller,Rum - Daiquiris,Shake first five ingredients with ice. Strain into chilled cocktail glass. Top with Champagne or sparkling wine. Garnish with mint.,Cocktail Glass,6 or more ounces," Cachaca,  Lemon juice,  Honey Syrup,  Angostura Bitters,  Champagne or sparkling wine, mint sprig","1 1/2 oz  Cachaca, 3/4 oz  Lemon juice, 1/2 oz  Honey Syrup, 4  mint leaves , 2 oz  Angostura Bitters, 1/2 oz  Champagne or sparkling wine, mint sprig"
Hemingway's Nog,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,6 or more ounces," Dark rum,  Vanilla liqueur,  Simple Syrup,  Creme fraiche,  tiki bitters grated nutmeg","1 1/2 oz  Dark rum, 3/4 oz  Vanilla liqueur, 1/4 oz  Simple Syrup, 1 oz  Creme fraiche, 3 oz  tiki bitters, such as Bittermen's Elemakule,   ly grated nutmeg"
Flying Scotchman Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Sweet Vermouth,  Desmond & Duff Scotch Whisky,  Bitters,  Sugar Syrup","1 oz  Sweet Vermouth, 1 oz  Desmond & Duff Scotch Whisky, 1 oz  Bitters, 1/4 oz  Sugar Syrup"
Flying Grasshopper Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces," Old Mr. Boston Green Creme de Menthe,  Old Mr. Boston White Creme de Cacao,  Old Mr. Boston Vodka","3/4 oz  Old Mr. Boston Green Creme de Menthe, 3/4 oz  Old Mr. Boston White Creme de Cacao, 3/4 oz  Old Mr. Boston Vodka"
Havana Cocktail,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Light Rum,  Pineapple Juice,  Lemon juice","3/4 oz  Light Rum, 1 1/2 oz  Pineapple Juice, 1/4 oz  Lemon juice"
Harvest Nectar,Rum - Daiquiris,Shake with ice and strain into ice-filled beer mug.,Beer Mug,10 to 12 ounces," Light Rum,  Pineapple Juice,  Cranberry Juice,  Orange juice,  Lemon-lime soda","1 1/2 oz  Light Rum, 1 oz  Pineapple Juice, 1 oz  Cranberry Juice, 1 oz  Orange juice, 1 oz  Lemon-lime soda"
Fancy Brandy Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Add a twist of lemon peel.,Cocktail Glass,6 or more ounces," Old Mr. Boston Five Star Brandy,  Bitters,  Old Mr. Boston Triple Sec,  Powdered Sugar","2 oz  Old Mr. Boston Five Star Brandy, 1 oz  Bitters, 1/4 oz  Old Mr. Boston Triple Sec, 1/4 oz  Powdered Sugar"
Fallen Angel Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Glass,6 or more ounces," Lime Juice,  Old Mr. Boston Dry Gin,  Bitters,  Old Mr. Boston White Creme de Menthe","1 oz  Lime Juice, 1 1/2 oz  Old Mr. Boston Dry Gin, 1 oz  Bitters, 1/2 oz  Old Mr. Boston White Creme de Menthe"
The Poncho,Tequila,Stir with ice and strain into chilled cocktail glass. Add cherry.,Cocktail Glass,6 or more ounces," Reposado tequila,  Dry Vermouth,  Maraschino liqueur,  Peychaud's Bitters,  Maraschino cherry","2 oz  Reposado tequila, 1/2 oz  Dry Vermouth, 1/2 oz  Maraschino liqueur, 2 oz  Peychaud's Bitters,   Maraschino cherry"
Hai Karate,Rum - Daiquiris,Shake with ice and strain into ice-filled Collins glass. Garnish with cherry/orange flag.,Collins Glass,14 to 16 ounces," Dark rum,  Lemon juice,  Pineapple Juice,  Orange juice,  Maple Syrup,  Angostura Bitters","2 oz  Dark rum, 1 oz  Lemon juice, 1 oz  Pineapple Juice, 1 oz  Orange juice, 1 oz  Maple Syrup, 1 oz  Angostura Bitters"
Cara Sposa,Brandy,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces," Coffee-flavored brandy,  Triple Sec,  half-and-half","1 oz  Coffee-flavored brandy, 3/4 oz  Triple Sec, 1/2 oz  half-and-half"
Traditional Martini (Dry),Cocktail Classics,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces," Gin,  Dry Vermouth,  Orange Bitters","1 oz  Gin, 1 oz  Dry Vermouth, 1 oz  Orange Bitters,  Lemon twist "
Pina Agave,Tequila,Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with cucumber slice.,Cocktail Glass,6 or more ounces," Cucumber,  Blanco tequila,  Pineapple Juice,  Lemon juice,  Agave nectar,  Lemon-lime soda, cucumber slice","2 oz  Cucumber, 1 1/2 oz  Blanco tequila, 1 oz  Pineapple Juice, 3/4 oz  Lemon juice, 1/2 oz  Agave nectar,   Lemon-lime soda, cucumber slice"
Grande Guignol,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,6 or more ounces," Dark rum,  Yellow Chartreuse,  Cherry Heering,  Lemon juice,  Lime wheel","1 1/2 oz  Dark rum, 3/4 oz  Yellow Chartreuse, 3/4 oz  Cherry Heering, 3/4 oz  Lemon juice,   Lime wheel"
Pancho Villa,Tequila,Stir with ice and strain into chilled cocktail glass. Garnish with grapefruit twist.,Cocktail Glass,6 or more ounces," Anejo tequila,  Aperol,  Sweet Vermouth,  Peach bitters,  Grapefruit twist","1 oz  Anejo tequila, 3/4 oz  Aperol, 3/4 oz  Sweet Vermouth, 1 oz  Peach bitters,   Grapefruit twist"
Paloma (Natural),Tequila,Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with lime wedge.,Collins Glass,14 to 16 ounces," Blanco tequila,   white or ruby red grapefruit juice,  Soda water","2 oz  Blanco tequila, 2 oz   white or ruby red grapefruit juice,   Soda water,  Lime wedge "
Golden Friendship,Rum - Daiquiris,"Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with orange and cherry.",Collins Glass,14 to 16 ounces," Light Rum,  Sweet Vermouth,  Amaretto,  Orange zest spiral, maraschino cherry","1 oz  Light Rum, 1 oz  Sweet Vermouth, 1 oz  Amaretto,  Ginger ale ,   Orange zest spiral, maraschino cherry"
Paloma,Tequila,Pour tequila into ice-filled Collins glass. Fill glass with soda and stir briefly. Garnish with lime wedge.,Collins Glass,14 to 16 ounces," Blanco tequila,  Grapefruit-flavored soda,  Lime wedge","2 oz  Blanco tequila,   Grapefruit-flavored soda,   Lime wedge"
